t_ff,t_rel,phase,e_meas,ready,n_hist,span_s,gap_s,vz_vis,rate_auth,certified_det,feat_cert,feat_age,R,tz,admit_ok,e_cross,would_capture,owner,vz_cmd_if_term
1.7925054,6.1242738,commit,-0.45,True,9,0.26374244689941406,0.03541827201843262,-0.0,0.7912273406982423,True,certified,0.014844499999999927,5.041515175668226,4.279438009337633,False,-0.45,False,alt,-0.21030798858079525
1.8122914,6.1440598,commit,-0.45,True,10,0.29688000679016113,0.03541827201843262,-0.0,0.9896000226338705,True,certified,0.0077097000000001525,4.86557059061825,4.196532419747425,False,-0.45,False,alt,-0.21446277783174328
1.8321103,6.1638787,commit,-0.45,True,10,0.29688000679016113,0.03541827201843262,-0.0,0.9896000226338705,True,certified,0.027528600000000125,4.848620322862863,4.220694446899289,False,-0.45,False,alt,-0.21323505203300852
1.8522295,6.1839979,commit,-0.45,True,11,0.33317065238952637,0.036290645599365234,-0.0,1.0,True,certified,0.011261900000000047,4.859624092983218,4.3863013855492845,False,-0.45,False,alt,-0.20518425910382249
1.872326,6.2040944,commit,-0.45,True,12,0.3608543872833252,0.036290645599365234,-0.0,1.0,True,certified,0.0013832999999998652,4.874852411287537,4.473445265641331,False,-0.45,False,alt,-0.20118721624080774
1.8923159,6.2240843,commit,-0.45,True,12,0.3608543872833252,0.036290645599365234,-0.0,1.0,True,certified,0.02137319999999998,4.830082779310172,4.459128391361097,False,-0.45,False,alt,-0.20183316581411226
1.9127697,6.2445381,commit,-0.45,True,13,0.39589357376098633,0.036290645599365234,-0.0,1.0,True,certified,0.003483599999999809,4.804506253348283,4.484716452392292,False,-0.45,False,alt,-0.20068158367513092
1.9323233,6.2640917,commit,-0.45,True,13,0.39589357376098633,0.036290645599365234,-0.0,1.0,True,certified,0.02303719999999987,4.778731461022653,4.465854138583216,False,-0.45,False,alt,-0.20152919734309174
1.9524678,6.2842362,commit,-0.45,True,14,0.4304816722869873,0.036290645599365234,-0.0,1.0,True,certified,0.012527600000000083,4.79040514044854,4.473519552675702,False,-0.45,False,alt,-0.201183875336298
1.9720951,6.3038635,commit,-0.45,True,14,0.4304816722869873,0.036290645599365234,-0.0,1.0,True,certified,0.0321549000000001,4.760484695868727,4.406627689079846,False,-0.45,False,alt,-0.2042378125636319
1.9921359,6.3239043,commit,-0.45,True,15,0.46511340141296387,0.036290645599365234,-0.0,1.0,True,certified,0.018737100000000062,4.762532744103718,4.423940825803321,False,-0.45,False,alt,-0.2034385258389105
2.0124708,6.3442392,commit,-0.45,True,15,0.46511340141296387,0.036290645599365234,-0.0,1.0,True,certified,0.039071999999999996,4.7096186821518735,4.372075104259015,False,-0.45,False,alt,-0.2058519075125845
2.0321491,6.3639175,commit,-0.45,True,16,0.4997079372406006,0.036290645599365234,-0.0,1.0,True,certified,0.018854099999999985,4.693045014241085,4.3891177261019205,False,-0.45,False,alt,-0.205052599671167
2.0522181,6.3839865,commit,-0.45,True,17,0.5278110504150391,0.036290645599365234,-0.0,1.0,True,certified,0.013631100000000007,4.654591313339483,4.355192704606296,False,-0.45,False,alt,-0.20664986856910134
2.0725675,6.4043359,commit,-0.45,True,18,0.562570333480835,0.036290645599365234,-0.0,1.0,True,certified,0.0005517999999997691,4.592837737251134,4.3100950573406624,False,-0.45,False,alt,-0.20881209997147995
2.0923487,6.4241171,commit,-0.45,True,18,0.562570333480835,0.036290645599365234,-0.0,1.0,True,certified,0.020332999999999934,4.561088360236985,4.265661301216659,False,-0.45,False,alt,-0.21098721545081425
