L_ticks,tau_s,g,n_rows,sse,mse,rms_mps
0,0.22,1.1,13,0.04446431101692299,0.003420331616686384,0.058483601262972716
0,0.22,1.1500000000000001,13,0.048598389520562536,0.0037383376554278873,0.06114194677492603
0,0.22,1.2000000000000002,13,0.05291620484658605,0.0040704772958912346,0.06380029228687933
0,0.22,1.25,13,0.057417756994993525,0.004416750538076425,0.06645863779883263
0,0.22,1.3,13,0.062103045965785,0.004777157381983462,0.06911698331078595
0,0.22,1.35,13,0.06697207175896044,0.005151697827612342,0.07177532882273924
0,0.22,1.4000000000000001,13,0.07202483437451988,0.005540371874963068,0.07443367433469254
0,0.22,1.4500000000000002,13,0.07726133381246329,0.005943179524035638,0.07709201984664585
0,0.22,1.5,13,0.08268157007279069,0.006360120774830053,0.07975036535859915
0,0.24,0.5,13,0.007827726225403661,0.0006021327865695124,0.02453839413183985
0,0.24,0.55,13,0.009471548732738429,0.0007285806717491099,0.026992233545023833
0,0.24,0.6000000000000001,13,0.011271925764581275,0.0008670712126600982,0.029446072958207826
0,0.24,0.65,13,0.013228857320932189,0.001017604409302476,0.03189991237139181
0,0.24,0.7000000000000001,13,0.015342343401791176,0.0011801802616762443,0.03435375178457579
0,0.24,0.75,13,0.01761238400715823,0.0013547987697814024,0.03680759119775977
0,0.24,0.8,13,0.020038979137033366,0.0015414599336179512,0.039261430610943754
0,0.24,0.8500000000000001,13,0.022622128791416583,0.0017401637531858911,0.04171527002412775
0,0.24,0.9,13,0.025361832970307863,0.0019509102284852203,0.044169109437311734
0,0.24,0.9500000000000001,13,0.028258091673707218,0.00217369935951594,0.04662294885049572
0,0.24,1.0,13,0.031310904901614645,0.0024085311462780498,0.0490767882636797
0,0.24,1.05,13,0.03452027265403015,0.0026554055887715497,0.051530627676863686
0,0.24,1.1,13,0.037886194930953715,0.0029143226869964398,0.053984467090047665
0,0.24,1.1500000000000001,13,0.04140867173238538,0.0031852824409527216,0.056438306503231665
0,0.24,1.2000000000000002,13,0.0450877030583251,0.0034682848506403926,0.05889214591641565
0,0.24,1.25,13,0.048923288908772865,0.003763329916059451,0.06134598532959962
0,0.24,1.3,13,0.052915429283728756,0.004070417637209904,0.06379982474278362
